                      QSO    ion       Glon       Glat  weighted_v_LSR  total_logN
               S50716+714   SiII   143.9810    28.0176        -26.2964     15.5418
               S50716+714   SiIV   143.9810    28.0176        -64.6990     13.5490
 SDSS-J100535.24+013445.7   CII*   238.5271    42.7859         15.0220     14.2599
 SDSS-J100535.24+013445.7    CIV   238.5271    42.7859         -8.2660     13.5910
 SDSS-J100535.24+013445.7   NiII   238.5271    42.7859        -17.2600     13.7300
 SDSS-J100535.24+013445.7    SII   238.5271    42.7859          0.7280     15.2870
 SDSS-J100535.24+013445.7   SiII   238.5271    42.7859          3.3701     15.4411
 SDSS-J100535.24+013445.7   SiIV   238.5271    42.7859         35.6648     13.5339
 SDSS-J104741.75+151332.2   CII*   229.0848    58.9080         -8.5501     14.2524
 SDSS-J104741.75+151332.2    CIV   229.0848    58.9080         13.6302     14.1723
 SDSS-J104741.75+151332.2   FeII   229.0848    58.9080        -20.2151      9.9509
 SDSS-J104741.75+151332.2     NV   229.0848    58.9080          9.1680     13.7390
 SDSS-J104741.75+151332.2   NiII   229.0848    58.9080        -29.8050     13.9970
 SDSS-J104741.75+151332.2    SII   229.0848    58.9080         15.1776     15.8514
 SDSS-J104741.75+151332.2   SiII   229.0848    58.9080         12.2908     14.9792
 SDSS-J135726.27+043541.4   CII*   340.7675    62.5141          0.0190     13.7980
 SDSS-J135726.27+043541.4    CIV   340.7675    62.5141          9.0250     14.1500
 SDSS-J135726.27+043541.4   FeII   340.7675    62.5141          3.0170     10.5960
 SDSS-J135726.27+043541.4     NV   340.7675    62.5141          3.0170     13.8420
 SDSS-J135726.27+043541.4    SII   340.7675    62.5141          3.0170     15.1060
 SDSS-J135726.27+043541.4   SiII   340.7675    62.5141          6.0150     14.4890
 SDSS-J135726.27+043541.4   SiIV   340.7675    62.5141        -27.2692     13.6110
 SDSS-J141038.39+230447.1   CII*    24.5712    71.6404        -41.0508     14.2973
 SDSS-J141038.39+230447.1    CIV    24.5712    71.6404        -35.6730     14.2730
 SDSS-J141038.39+230447.1     NV    24.5712    71.6404        -38.6710     13.7740
 SDSS-J141038.39+230447.1   NiII    24.5712    71.6404         -5.6940     13.9300
 SDSS-J141038.39+230447.1    SII    24.5712    71.6404         -5.6940     15.4620
 SDSS-J141038.39+230447.1   SiII    24.5712    71.6404        -35.7677     15.1221
 SDSS-J141038.39+230447.1   SiIV    24.5712    71.6404        -53.8951     13.8743
 SDSS-J141309.14+092011.2   CII*   354.0969    63.7590          1.7176     16.4134
 SDSS-J141309.14+092011.2    CIV   354.0969    63.7590         17.9403     14.3535
 SDSS-J141309.14+092011.2   FeII   354.0969    63.7590        -10.2230     15.0510
 SDSS-J141309.14+092011.2     NV   354.0969    63.7590        -40.2030     13.7940
 SDSS-J141309.14+092011.2   NiII   354.0969    63.7590         13.7600     13.8840
 SDSS-J141309.14+092011.2    SII   354.0969    63.7590         -4.2280     15.1460
 SDSS-J141309.14+092011.2   SiII   354.0969    63.7590        -18.2333     14.9052
 SDSS-J141309.14+092011.2   SiIV   354.0969    63.7590          1.7680     13.6420
  SDSSJ082024.21+233450.4   CII*   199.8037    29.4163        -24.1260     14.5130
  SDSSJ082024.21+233450.4    CIV   199.8037    29.4163         12.3966     14.1831
  SDSSJ082024.21+233450.4   FeII   199.8037    29.4163         -3.1410     14.3040
  SDSSJ082024.21+233450.4     NV   199.8037    29.4163        -15.1330     13.8830
  SDSSJ082024.21+233450.4   NiII   199.8037    29.4163         -6.1390     14.1860
  SDSSJ082024.21+233450.4    SII   199.8037    29.4163          8.8510     15.6630
  SDSSJ082024.21+233450.4   SiII   199.8037    29.4163         -9.1370     14.8430
  SDSSJ082024.21+233450.4   SiIV   199.8037    29.4163          5.8530     13.6680
  SDSSJ082633.51+074248.3   CII*   216.8903    24.6341         11.3850     14.1580
  SDSSJ082633.51+074248.3    CIV   216.8903    24.6341         19.4511     14.4558
  SDSSJ082633.51+074248.3   FeII   216.8903    24.6341         26.3740      9.5600
  SDSSJ082633.51+074248.3     NV   216.8903    24.6341         65.3470     13.9130
  SDSSJ082633.51+074248.3   NiII   216.8903    24.6341          2.3910     13.8830
  SDSSJ082633.51+074248.3    SII   216.8903    24.6341         32.3700     15.3540
  SDSSJ082633.51+074248.3   SiII   216.8903    24.6341         15.0077     14.6837
  SDSSJ082633.51+074248.3   SiIV   216.8903    24.6341          2.3910     13.8950
  SDSSJ085259.22+031320.6    CIV   224.7534    28.3667         -9.1208     13.9346
  SDSSJ085259.22+031320.6   SiII   224.7534    28.3667        -23.7913     14.7280
  SDSSJ092554.43+453544.4   CII*   174.3152    45.5962         -6.2518     14.0978
  SDSSJ092554.43+453544.4    CIV   174.3152    45.5962        -27.6729     13.8941
  SDSSJ092554.43+453544.4     NV   174.3152    45.5962        -54.5230     13.3020
  SDSSJ092554.43+453544.4   NiII   174.3152    45.5962         -9.5540     13.7450
  SDSSJ092554.43+453544.4    SII   174.3152    45.5962         -7.2740     16.1959
  SDSSJ092554.43+453544.4   SiII   174.3152    45.5962         -4.6188     15.3017
  SDSSJ092554.43+453544.4   SiIV   174.3152    45.5962         -6.5560     13.4840
  SDSSJ094733.21+100508.7   CII*   225.3726    43.5395         10.8611     14.2217
  SDSSJ094733.21+100508.7    CIV   225.3726    43.5395         31.6443     14.2713
  SDSSJ094733.21+100508.7   FeII   225.3726    43.5395         43.1612     13.9290
  SDSSJ094733.21+100508.7     NV   225.3726    43.5395          1.0819     13.8106
  SDSSJ094733.21+100508.7   NiII   225.3726    43.5395         -4.8030     14.1550
  SDSSJ094733.21+100508.7    SII   225.3726    43.5395          7.1880     15.1480
  SDSSJ094733.21+100508.7   SiII   225.3726    43.5395        -13.8588     14.7581
  SDSSJ094733.21+100508.7   SiIV   225.3726    43.5395        -41.3905     14.3604
  SDSSJ095915.65+050355.1   CII*   233.3700    43.4835         -4.8398     14.0820
  SDSSJ095915.65+050355.1    CIV   233.3700    43.4835         23.1027     14.3461
  SDSSJ095915.65+050355.1   FeII   233.3700    43.4835         24.0849     12.3794
  SDSSJ095915.65+050355.1    SII   233.3700    43.4835         26.0155     17.3915
  SDSSJ095915.65+050355.1   SiII   233.3700    43.4835         -4.1654     15.2045
  SDSSJ095915.65+050355.1   SiIV   233.3700    43.4835         23.2809     13.6403
  SDSSJ123235.82+060310.0   CII*   290.0851    68.4533          6.2080     14.0470
  SDSSJ123235.82+060310.0    CIV   290.0851    68.4533          5.5044     14.3058
  SDSSJ123235.82+060310.0   FeII   290.0851    68.4533         21.1980      9.5000
  SDSSJ123235.82+060310.0     NV   290.0851    68.4533         -2.7860     13.6480
  SDSSJ123235.82+060310.0   NiII   290.0851    68.4533         18.2000     13.8900
  SDSSJ123235.82+060310.0    SII   290.0851    68.4533         11.0322     15.3337
  SDSSJ123235.82+060310.0   SiII   290.0851    68.4533         33.1890     14.6100
  SDSSJ123235.82+060310.0   SiIV   290.0851    68.4533         18.3551     13.9083
  SDSSJ135712.61+170444.1   CII*     2.8604    71.7802         -4.1920     13.9990
  SDSSJ135712.61+170444.1    CIV     2.8604    71.7802        -63.5465     15.1998
  SDSSJ135712.61+170444.1     NV     2.8604    71.7802        -28.1760     13.6350
  SDSSJ135712.61+170444.1   NiII     2.8604    71.7802         -4.1920     13.9080
  SDSSJ135712.61+170444.1    SII     2.8604    71.7802         -5.1894     15.1908
  SDSSJ135712.61+170444.1   SiII     2.8604    71.7802        -13.7684     15.1641
  SDSSJ135712.61+170444.1   SiIV     2.8604    71.7802        -28.1760     13.7750
                   TON580   CII*   194.9413    72.0306        -33.5980     14.3565
                   TON580    CIV   194.9413    72.0306        -21.8546     14.2236
                   TON580   FeII   194.9413    72.0306        -38.8890      9.8400
                   TON580     NV   194.9413    72.0306        -53.8790     13.7490
                   TON580   NiII   194.9413    72.0306        -32.8930     14.0530
                   TON580    SII   194.9413    72.0306        -32.7135     15.4601
                   TON580   SiII   194.9413    72.0306         18.0710     14.9320
                   TON580   SiIV   194.9413    72.0306        -11.9080     13.7150
                  TONS210   CII*   224.9715   -83.1603        -12.8360     13.8190
                  TONS210    CIV   224.9715   -83.1603        -16.5419     14.4027
                  TONS210   FeII   224.9715   -83.1603        -14.5675      9.3828
                  TONS210     NV   224.9715   -83.1603         -9.8390     13.5640
                  TONS210   NiII   224.9715   -83.1603         -9.8390     13.8440
                  TONS210    SII   224.9715   -83.1603         -4.5921     15.2029
                  TONS210   SiII   224.9715   -83.1603          0.1304     14.5962
                  TONS210   SiIV   224.9715   -83.1603         11.1470     13.5800
                 VIIZW244   CII*   136.6575    32.6778        -27.8730     14.1993
                 VIIZW244    CIV   136.6575    32.6778        -31.3808     14.2419
                 VIIZW244     NV   136.6575    32.6778        -38.2280     13.5320
                 VIIZW244   NiII   136.6575    32.6778        -24.2633     14.0794
                 VIIZW244    SII   136.6575    32.6778        -14.8102     15.4786
                 VIIZW244   SiII   136.6575    32.6778        -26.2370     15.2370
                 VIIZW244   SiIV   136.6575    32.6778        -44.0237     13.6739
  VV2006-J095240.2+515250   CII*   163.8954    48.5293        -54.4088     14.5519
  VV2006-J095240.2+515250    CIV   163.8954    48.5293        -58.2165     13.5994
  VV2006-J095240.2+515250   FeII   163.8954    48.5293       -117.8377     14.1670
  VV2006-J095240.2+515250    SII   163.8954    48.5293        -17.3418     15.1242
  VV2006-J095240.2+515250   SiII   163.8954    48.5293        -53.9507     15.5874
  VV2006-J095240.2+515250   SiIV   163.8954    48.5293        -45.8890     13.3510
                ZW535.012   CII*   120.1742   -17.1262        -13.9911     14.5215
                ZW535.012    CIV   120.1742   -17.1262        -24.5370     13.7230
                ZW535.012   FeII   120.1742   -17.1262       -147.4516     15.4270
                ZW535.012     NV   120.1742   -17.1262        -29.0154     13.8282
                ZW535.012   NiII   120.1742   -17.1262        -14.0885     13.9198
                ZW535.012    SII   120.1742   -17.1262         -4.3938     15.7134
                ZW535.012   SiII   120.1742   -17.1262        -36.7958     15.0743
                ZW535.012   SiIV   120.1742   -17.1262        -55.1861     13.4249
